id,ts,provider,model,rate_per_m,source,is_measured,confidence,sample_tokens,sample_cost_usd,velocity,note
1,1786542325.0615444,ollama_cloud,,0.0155,cold_start_fallback,0,0.0,0,0.0,0.0,
2,1786542326.0568397,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
3,1786542326.090313,openrouter,deepseek-v4-flash,0.135,published_list,0,0.3,0,0.0,0.0,
4,1786542325.0604713,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
5,1786542325.0604713,friend,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
6,1786542325.0604713,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
7,1786625835.3673465,ollama_cloud,glm-5.2,0.5374153354265768,ollama_billing_api,1,1.0,60009899,32.25024,0.0,
8,1786625835.3673465,ollama_cloud,kimi-k3,0.5850062516631555,ollama_billing_api,1,1.0,38308206,22.41054,0.0,
9,1786625835.3673465,ollama_cloud,kimi-k2.7-code,0.3039215720156389,ollama_billing_api,1,1.0,17361354,5.27649,0.0,
10,1786625835.3673465,ollama_cloud,deepseek-v4-flash,0.025570328798638853,ollama_billing_api,1,0.47172638,2453234,0.06273,0.0,
11,1786625835.3673465,ollama_cloud,,0.3756764971041822,ollama_billing_api,1,1.0,159711881,60.0,0.0,
12,1786625835.9748929,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
13,1786625835.9777648,openrouter,deepseek-v4-flash,0.135,published_list,0,0.3,0,0.0,0.0,
14,1786625835.3625758,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
15,1786625835.3625758,friend,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
16,1786625835.3625758,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
17,1786625850.6068366,ollama_cloud,glm-5.2,0.5395620695874296,ollama_billing_api,1,1.0,59771140,32.25024,0.0,
18,1786625850.6068366,ollama_cloud,kimi-k3,0.5873430850902815,ollama_billing_api,1,1.0,38155791,22.41054,0.0,
19,1786625850.6068366,ollama_cloud,kimi-k2.7-code,0.3051356041618343,ollama_billing_api,1,1.0,17292279,5.27649,0.0,
20,1786625850.6068366,ollama_cloud,deepseek-v4-flash,0.025672464695756937,ollama_billing_api,1,0.47104318,2443474,0.06273,0.0,
21,1786625850.6068366,ollama_cloud,,0.37291775544407874,ollama_billing_api,1,1.0,160893385,60.0,0.0,
22,1786625851.279189,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
23,1786625851.2875147,openrouter,deepseek-v4-flash,0.135,published_list,0,0.3,0,0.0,0.0,
24,1786625850.6036096,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
25,1786625850.6036096,friend,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
26,1786625850.6036096,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
27,1786625871.7102284,ollama_cloud,glm-5.2,0.5412816224860508,ollama_billing_api,1,1.0,59581258,32.25024,0.0,
28,1786625871.7102284,ollama_cloud,kimi-k3,0.5892149135771906,ollama_billing_api,1,1.0,38034577,22.41054,0.0,
29,1786625871.7102284,ollama_cloud,kimi-k2.7-code,0.3061080462217354,ollama_billing_api,1,1.0,17237345,5.27649,0.0,
30,1786625871.7102284,ollama_cloud,deepseek-v4-flash,0.02575428694126684,ollama_billing_api,1,0.47049977,2435711,0.06273,0.0,
31,1786625871.7102284,ollama_cloud,,0.3699286778125725,ollama_billing_api,1,1.0,162193427,60.0,0.0,
32,1786625872.319193,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
33,1786625872.329031,openrouter,deepseek-v4-flash,0.135,published_list,0,0.3,0,0.0,0.0,
34,1786625871.7045634,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
35,1786625871.7045634,friend,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
36,1786625871.7045634,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
37,1786628785.9571042,ollama_cloud,glm-5.2,0.5361881495985393,ollama_billing_api,1,1.0,60147245,32.25024,0.0,
38,1786628785.9571042,ollama_cloud,kimi-k3,0.5836704050710438,ollama_billing_api,1,1.0,38395882,22.41054,0.0,
39,1786628785.9571042,ollama_cloud,kimi-k2.7-code,0.30322757386046356,ollama_billing_api,1,1.0,17401089,5.27649,0.0,
40,1786628785.9571042,ollama_cloud,deepseek-v4-flash,0.02551193668256977,ollama_billing_api,1,0.47211943,2458849,0.06273,0.0,
41,1786628785.9571042,ollama_cloud,,0.22871053423910478,ollama_billing_api,1,1.0,262340343,60.0,0.0,
42,1786628786.2605145,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
43,1786628786.2617333,openrouter,deepseek-v4-flash,0.135,published_list,0,0.3,0,0.0,0.0,
44,1786628785.956712,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
45,1786628785.956712,friend,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
46,1786628785.956712,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
47,1786628994.558615,ollama_cloud,glm-5.2,0.5325658365372916,ollama_billing_api,1,1.0,60556344,32.25024,0.0,
48,1786628994.558615,ollama_cloud,kimi-k3,0.5797273081224513,ollama_billing_api,1,1.0,38657037,22.41054,0.0,
49,1786628994.558615,ollama_cloud,kimi-k2.7-code,0.3011790613230042,ollama_billing_api,1,1.0,17519445,5.27649,0.0,
50,1786628994.558615,ollama_cloud,deepseek-v4-flash,0.025339588046888538,ollama_billing_api,1,0.47329011,2475573,0.06273,0.0,
51,1786628994.558615,ollama_cloud,,0.22553934463950037,ollama_billing_api,1,1.0,266028972,60.0,0.0,
52,1786628994.8809135,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
53,1786628994.8865118,openrouter,deepseek-v4-flash,0.135,published_list,0,0.3,0,0.0,0.0,
54,1786628994.5582364,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
55,1786628994.5582364,friend,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
56,1786628994.5582364,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
57,1786629025.1874695,ollama_cloud,glm-5.2,0.5315737280516076,ollama_billing_api,1,1.0,60669364,32.25024,0.0,
58,1786629025.1874695,ollama_cloud,kimi-k3,0.5786473430824842,ollama_billing_api,1,1.0,38729185,22.41054,0.0,
59,1786629025.1874695,ollama_cloud,kimi-k2.7-code,0.30061799291402763,ollama_billing_api,1,1.0,17552143,5.27649,0.0,
60,1786629025.1874695,ollama_cloud,deepseek-v4-flash,0.025292376322174796,ollama_billing_api,1,0.47361358,2480194,0.06273,0.0,
61,1786629025.1874695,ollama_cloud,,0.224743814525822,ollama_billing_api,1,1.0,266970640,60.0,0.0,
62,1786629025.487671,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
63,1786629025.4927588,openrouter,deepseek-v4-flash,0.135,published_list,0,0.3,0,0.0,0.0,
64,1786629025.1869738,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
65,1786629025.1869738,friend,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
66,1786629025.1869738,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
67,1786719302.7415185,friend,,0.001,zai_amortized,0,0.7,105055793,0.0,0.0,
68,1786719302.7524755,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
69,1786719303.0573285,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
70,1786719303.0588706,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
71,1786719302.7415147,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
72,1786719302.7415147,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
73,1786719602.5326521,friend,,0.001,zai_amortized,0,0.7,107035105,0.0,0.0,
74,1786719602.5422697,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
75,1786719603.0046945,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
76,1786719603.030342,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
77,1786719602.5326486,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
78,1786719602.5326486,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
79,1786719902.6208944,friend,,0.001,zai_amortized,0,0.7,107244326,0.0,0.0,
80,1786719902.6241896,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
81,1786719902.9948215,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
82,1786719902.9961987,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
83,1786719902.6208916,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
84,1786719902.6208916,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
85,1786720202.309698,friend,,0.001,zai_amortized,0,0.7,107275122,0.0,0.0,
86,1786720202.3255508,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
87,1786720202.6199427,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
88,1786720202.6211982,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
89,1786720202.309695,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
90,1786720202.309695,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
91,1786720502.5768528,friend,,0.001,zai_amortized,0,0.7,107855403,0.0,0.0,
92,1786720502.6113288,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
93,1786720502.9444716,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
94,1786720502.9458218,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
95,1786720502.576849,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
96,1786720502.576849,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
97,1786720802.6501632,friend,,0.001,zai_amortized,0,0.7,109353600,0.0,0.0,
98,1786720802.6601322,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
99,1786720802.9236562,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
100,1786720802.9332495,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
101,1786720802.6501598,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
102,1786720802.6501598,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
103,1786721101.8526223,friend,,0.001,zai_amortized,0,0.7,111159573,0.0,0.0,
104,1786721101.8554215,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
105,1786721102.0941732,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
106,1786721102.095468,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
107,1786721101.85262,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
108,1786721101.85262,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
109,1786721403.2730403,friend,,0.001,zai_amortized,0,0.7,114100904,0.0,0.0,
110,1786721403.2974975,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
111,1786721403.5646734,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
112,1786721403.5659168,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
113,1786721403.2730372,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
114,1786721403.2730372,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
115,1786721702.6431255,friend,,0.001,zai_amortized,0,0.7,119382058,0.0,0.0,
116,1786721702.6467457,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
117,1786721702.8789697,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
118,1786721702.8804967,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
119,1786721702.6431224,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
120,1786721702.6431224,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
121,1786722002.7068582,friend,,0.001,zai_amortized,0,0.7,121375759,0.0,0.0,
122,1786722002.7115238,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
123,1786722002.9566586,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
124,1786722002.95833,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
125,1786722002.7068548,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
126,1786722002.7068548,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
127,1786722302.4370043,friend,,0.001,zai_amortized,0,0.7,123990967,0.0,0.0,
128,1786722302.4406018,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
129,1786722302.6779218,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
130,1786722302.6792176,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
131,1786722302.437002,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
132,1786722302.437002,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
133,1786722602.3581398,friend,,0.001,zai_amortized,0,0.7,127948256,0.0,0.0,
134,1786722602.361793,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
135,1786722602.5867214,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
136,1786722602.5879745,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
137,1786722602.3581347,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
138,1786722602.3581347,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
139,1786722901.9251554,friend,,0.001,zai_amortized,0,0.7,131314246,0.0,0.0,
140,1786722901.9273107,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
141,1786722902.1311433,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
142,1786722902.132417,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
143,1786722901.9251525,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
144,1786722901.9251525,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
145,1786723203.2021732,friend,,0.001,zai_amortized,0,0.7,135981342,0.0,0.0,
146,1786723203.2277198,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
147,1786723203.850151,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
148,1786723203.8538847,openrouter,,0.6097773202505943,openrouter_actual,1,0.41644961999999996,1663566,1.0144048175400002,0.0,
149,1786723203.202169,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
150,1786723203.202169,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
151,1786723501.9556308,friend,,0.001,zai_amortized,0,0.7,139008612,0.0,0.0,
152,1786723501.9594886,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
153,1786723502.1950517,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
154,1786723502.1962755,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
155,1786723501.9556272,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
156,1786723501.9556272,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
157,1786723802.0776546,friend,,0.001,zai_amortized,0,0.7,142571797,0.0,0.0,
158,1786723802.0841384,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
159,1786723802.451542,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
160,1786723802.4559686,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
161,1786723802.077652,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
162,1786723802.077652,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
163,1786724102.719104,friend,,0.001,zai_amortized,0,0.7,145579345,0.0,0.0,
164,1786724102.7346048,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
165,1786724103.0265646,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
166,1786724103.0278792,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
167,1786724102.7191005,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
168,1786724102.7191005,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
169,1786724402.416267,friend,,0.001,zai_amortized,0,0.7,148552149,0.0,0.0,
170,1786724402.4216244,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
171,1786724402.6897285,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
172,1786724402.6916728,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
173,1786724402.4162638,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
174,1786724402.4162638,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
175,1786724702.0526667,friend,,0.001,zai_amortized,0,0.7,151818165,0.0,0.0,
176,1786724702.0682158,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
177,1786724702.4116333,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
178,1786724702.4132717,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
179,1786724702.052664,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
180,1786724702.052664,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
181,1786725002.591644,friend,,0.001,zai_amortized,0,0.7,156434339,0.0,0.0,
182,1786725002.6048012,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
183,1786725002.8795614,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
184,1786725002.8819091,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
185,1786725002.591641,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
186,1786725002.591641,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
187,1786725302.2909284,friend,,0.001,zai_amortized,0,0.7,158528750,0.0,0.0,
188,1786725302.2960014,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
189,1786725302.5635219,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
190,1786725302.5649843,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
191,1786725302.2909257,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
192,1786725302.2909257,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
193,1786725602.8773942,friend,,0.001,zai_amortized,0,0.7,160311006,0.0,0.0,
194,1786725602.8888812,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
195,1786725603.44335,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
196,1786725603.4548063,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
197,1786725602.8773904,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
198,1786725602.8773904,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
199,1786725902.8269985,friend,,0.001,zai_amortized,0,0.7,161370674,0.0,0.0,
200,1786725902.83322,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
201,1786725903.0648398,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
202,1786725903.0673418,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
203,1786725902.8269954,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
204,1786725902.8269954,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
205,1786726202.2745292,friend,,0.001,zai_amortized,0,0.7,161812797,0.0,0.0,
206,1786726202.2796733,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
207,1786726202.5202353,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
208,1786726202.5216577,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
209,1786726202.2745261,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
210,1786726202.2745261,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
211,1786726502.3195543,friend,,0.001,zai_amortized,0,0.7,161812797,0.0,0.0,
212,1786726502.3288891,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
213,1786726502.5588276,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
214,1786726502.5601027,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
215,1786726502.3195515,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
216,1786726502.3195515,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
217,1786726803.6511881,friend,,0.001,zai_amortized,0,0.7,161812797,0.0,0.0,
218,1786726803.6855638,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
219,1786726804.1282575,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
220,1786726804.129605,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
221,1786726803.6511843,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
222,1786726803.6511843,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
223,1786727102.733854,friend,,0.001,zai_amortized,0,0.7,162310698,0.0,0.0,
224,1786727102.7507832,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
225,1786727103.0643482,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
226,1786727103.0655699,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
227,1786727102.7338512,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
228,1786727102.7338512,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
229,1786727402.7203171,friend,,0.001,zai_amortized,0,0.7,162310698,0.0,0.0,
230,1786727402.725139,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
231,1786727403.0014727,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
232,1786727403.0058622,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
233,1786727402.720314,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
234,1786727402.720314,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
235,1786727702.4889688,friend,,0.001,zai_amortized,0,0.7,162310698,0.0,0.0,
236,1786727702.493837,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
237,1786727702.7707715,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
238,1786727702.7719548,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
239,1786727702.488966,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
240,1786727702.488966,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
241,1786728003.005962,friend,,0.001,zai_amortized,0,0.7,162310698,0.0,0.0,
242,1786728003.0108824,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
243,1786728003.297197,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
244,1786728003.304192,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
245,1786728003.0059595,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
246,1786728003.0059595,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
247,1786728301.6188226,friend,,0.001,zai_amortized,0,0.7,162310698,0.0,0.0,
248,1786728301.6230383,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
249,1786728301.8560557,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
250,1786728301.856758,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
251,1786728301.6188207,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
252,1786728301.6188207,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
253,1786728602.8448427,friend,,0.001,zai_amortized,0,0.7,162310698,0.0,0.0,
254,1786728602.8563554,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
255,1786728603.141769,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
256,1786728603.1430354,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
257,1786728602.84484,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
258,1786728602.84484,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
259,1786728902.041528,friend,,0.001,zai_amortized,0,0.7,163126167,0.0,0.0,
260,1786728902.0463724,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
261,1786728902.2902937,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
262,1786728902.2916574,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
263,1786728902.0415258,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
264,1786728902.0415258,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
265,1786729202.1920094,friend,,0.001,zai_amortized,0,0.7,163126167,0.0,0.0,
266,1786729202.2027862,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
267,1786729202.4504604,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
268,1786729202.4519954,openrouter,,0.6374860628869697,openrouter_actual,1,0.43051416,1864488,1.1885851144200004,0.0,
269,1786729202.1920054,ours,,0.001,cold_start_fallback,0,0.0,0,0.0,0.0,
270,1786729202.1920054,deepinfra,,1.3,cold_start_fallback,0,0.0,0,0.0,0.0,
271,1786729502.2761507,friend,,0.001,zai_amortized,0,0.7,163126167,0.0,0.0,
272,1786729502.2805233,ollama_cloud,,0.3403472792684442,zai_amortized,0,0.7,293817539,100.0,0.0,
273,1786729502.5146496,ppq,,0.14,cold_start_fallback,0,0.0,0,0.0,0.0,
