id,ts,provider,response_received,response_valid,latency_ms,error_type,billed_tokens,actual_tokens,token_mismatch,model
6648,2026-08-14T16:41:46.502593+00:00,friend,0,0,2,no_response,0,0,0,
6649,2026-08-14T16:41:46.513563+00:00,friend,0,0,2,no_response,0,0,0,
6650,2026-08-14T16:41:46.526251+00:00,friend,0,0,2,no_response,0,0,0,
6651,2026-08-14T16:41:46.531796+00:00,friend,0,0,2,no_response,0,0,0,
6652,2026-08-14T16:41:46.537148+00:00,friend,0,0,2,no_response,0,0,0,
6653,2026-08-14T16:41:46.542398+00:00,friend,0,0,2,no_response,0,0,0,
6654,2026-08-14T16:41:46.547648+00:00,friend,0,0,2,no_response,0,0,0,
6655,2026-08-14T16:41:51.246258+00:00,friend,1,1,3670,none,35,0,0,glm-5.3
6656,2026-08-14T16:41:59.690491+00:00,friend,1,1,8361,none,443,33,1,glm-5.3
6657,2026-08-14T16:42:00.245023+00:00,friend,1,1,21157,none,502,45,1,glm-5.3
6658,2026-08-14T16:42:07.737406+00:00,friend,1,1,6425,none,382,19,1,glm-5.3
6659,2026-08-14T16:42:13.555064+00:00,friend,1,1,5746,none,314,0,0,glm-5.3
6660,2026-08-14T16:42:23.608834+00:00,friend,1,1,9772,none,18,0,0,glm-5.3
6661,2026-08-14T16:42:26.157645+00:00,friend,1,1,19982,none,940,122,1,glm-5.3
6662,2026-08-14T16:42:39.822714+00:00,friend,1,1,16015,none,539,46,1,glm-5.3
6663,2026-08-14T16:42:55.301394+00:00,friend,1,1,15296,none,891,44,1,glm-5.3
6664,2026-08-14T16:42:59.782830+00:00,friend,1,1,4199,none,19,0,0,glm-5.3
6665,2026-08-14T16:43:06.151263+00:00,friend,1,1,39162,none,2177,100,1,glm-5.3
6666,2026-08-14T16:43:07.096401+00:00,friend,1,1,7170,none,250,0,0,glm-5.3
6667,2026-08-14T16:43:12.432191+00:00,friend,0,0,12,no_response,0,0,0,
6668,2026-08-14T16:43:12.445081+00:00,friend,0,0,3,no_response,0,0,0,
6669,2026-08-14T16:43:12.451490+00:00,friend,0,0,3,no_response,0,0,0,
6670,2026-08-14T16:43:12.457930+00:00,friend,0,0,2,no_response,0,0,0,
6671,2026-08-14T16:43:12.464271+00:00,friend,0,0,3,no_response,0,0,0,
6672,2026-08-14T16:43:12.470544+00:00,friend,0,0,2,no_response,0,0,0,
6673,2026-08-14T16:43:12.489314+00:00,friend,0,0,2,no_response,0,0,0,
6674,2026-08-14T16:43:12.510315+00:00,friend,0,0,3,no_response,0,0,0,
6675,2026-08-14T16:43:12.516585+00:00,friend,0,0,2,no_response,0,0,0,
6676,2026-08-14T16:43:12.522931+00:00,friend,0,0,2,no_response,0,0,0,
6677,2026-08-14T16:43:12.529206+00:00,friend,0,0,2,no_response,0,0,0,
6678,2026-08-14T16:43:12.535446+00:00,friend,0,0,2,no_response,0,0,0,
6679,2026-08-14T16:43:17.959072+00:00,friend,1,0,5362,api_error,0,0,0,kimi-k3
6680,2026-08-14T16:43:17.973277+00:00,friend,1,0,5342,api_error,0,0,0,kimi-k3
6681,2026-08-14T16:43:23.791566+00:00,friend,1,1,10226,none,469,36,1,glm-5.3
6682,2026-08-14T16:43:46.376156+00:00,friend,0,0,3,no_response,0,0,0,
6683,2026-08-14T16:43:46.383122+00:00,friend,0,0,3,no_response,0,0,0,
6684,2026-08-14T16:43:46.389809+00:00,friend,0,0,3,no_response,0,0,0,
6685,2026-08-14T16:43:46.396529+00:00,friend,0,0,3,no_response,0,0,0,
6686,2026-08-14T16:43:46.404116+00:00,friend,0,0,4,no_response,0,0,0,
6687,2026-08-14T16:43:46.428592+00:00,friend,0,0,3,no_response,0,0,0,
6688,2026-08-14T16:43:46.446097+00:00,friend,0,0,4,no_response,0,0,0,
6689,2026-08-14T16:43:46.454274+00:00,friend,0,0,3,no_response,0,0,0,
6690,2026-08-14T16:43:46.460823+00:00,friend,0,0,2,no_response,0,0,0,
6691,2026-08-14T16:43:46.466954+00:00,friend,0,0,2,no_response,0,0,0,
6692,2026-08-14T16:43:46.480704+00:00,friend,0,0,10,no_response,0,0,0,
6693,2026-08-14T16:43:46.501043+00:00,friend,0,0,3,no_response,0,0,0,
6694,2026-08-14T16:43:46.516463+00:00,friend,0,0,3,no_response,0,0,0,
6695,2026-08-14T16:43:46.526696+00:00,friend,0,0,3,no_response,0,0,0,
6696,2026-08-14T16:43:46.534397+00:00,friend,0,0,3,no_response,0,0,0,
6697,2026-08-14T16:43:46.541665+00:00,friend,0,0,3,no_response,0,0,0,
6698,2026-08-14T16:43:46.547715+00:00,friend,0,0,2,no_response,0,0,0,
6699,2026-08-14T16:44:11.912720+00:00,friend,1,1,44734,none,2145,146,1,glm-5.3
6700,2026-08-14T16:44:20.001545+00:00,friend,1,1,6083,none,291,36,1,glm-5.3
6701,2026-08-14T16:44:43.573748+00:00,friend,1,1,22159,none,1391,63,1,glm-5.3
6702,2026-08-14T16:44:56.754939+00:00,friend,1,1,10708,none,587,66,1,glm-5.3
6703,2026-08-14T16:45:15.771935+00:00,friend,1,1,17974,none,640,90,1,glm-5.3
6704,2026-08-14T16:45:39.408126+00:00,friend,1,1,19282,none,806,73,1,glm-5.3
6705,2026-08-14T16:45:39.537682+00:00,friend,0,0,4,no_response,0,0,0,
6706,2026-08-14T16:45:39.547170+00:00,friend,0,0,4,no_response,0,0,0,
6707,2026-08-14T16:45:39.556847+00:00,friend,0,0,4,no_response,0,0,0,
6708,2026-08-14T16:45:39.566565+00:00,friend,0,0,4,no_response,0,0,0,
6709,2026-08-14T16:45:39.576259+00:00,friend,0,0,4,no_response,0,0,0,
6710,2026-08-14T16:46:00.878004+00:00,friend,1,1,12164,none,509,26,1,glm-5.3
6711,2026-08-14T16:46:08.392616+00:00,friend,1,1,7102,none,199,0,0,glm-5.3
6712,2026-08-14T16:46:23.575823+00:00,friend,0,0,196237,no_response,0,0,0,glm-5.3
6713,2026-08-14T16:46:32.611307+00:00,friend,1,1,22204,none,1525,903,1,glm-5.3
6714,2026-08-14T16:47:08.071158+00:00,friend,1,1,34239,none,1802,39,1,glm-5.3
6715,2026-08-14T16:47:22.830756+00:00,friend,0,0,4,no_response,0,0,0,
6716,2026-08-14T16:47:22.844747+00:00,friend,0,0,3,no_response,0,0,0,
6717,2026-08-14T16:47:22.851007+00:00,friend,0,0,2,no_response,0,0,0,
6718,2026-08-14T16:47:22.857657+00:00,friend,0,0,2,no_response,0,0,0,
6719,2026-08-14T16:47:22.864044+00:00,friend,0,0,2,no_response,0,0,0,
6720,2026-08-14T16:47:22.870377+00:00,friend,0,0,2,no_response,0,0,0,
6721,2026-08-14T16:47:22.883748+00:00,friend,0,0,3,no_response,0,0,0,
6722,2026-08-14T16:47:22.898879+00:00,friend,0,0,3,no_response,0,0,0,
6723,2026-08-14T16:47:22.906803+00:00,friend,0,0,3,no_response,0,0,0,
6724,2026-08-14T16:47:22.913808+00:00,friend,0,0,2,no_response,0,0,0,
6725,2026-08-14T16:47:22.920218+00:00,friend,0,0,3,no_response,0,0,0,
6726,2026-08-14T16:47:22.927647+00:00,friend,0,0,3,no_response,0,0,0,
6727,2026-08-14T16:47:27.015601+00:00,friend,1,0,4005,api_error,0,0,0,kimi-k3
6728,2026-08-14T16:47:27.430357+00:00,friend,1,0,18810,parse_error,0,600,0,glm-5.2
6729,2026-08-14T16:47:29.500697+00:00,friend,1,0,6414,api_error,0,0,0,kimi-k3
6730,2026-08-14T16:48:25.937242+00:00,friend,0,0,200,no_response,0,0,0,
6731,2026-08-14T16:48:25.944304+00:00,friend,0,0,3,no_response,0,0,0,
6732,2026-08-14T16:48:25.952911+00:00,friend,0,0,3,no_response,0,0,0,
6733,2026-08-14T16:48:25.960628+00:00,friend,0,0,3,no_response,0,0,0,
6734,2026-08-14T16:48:25.967363+00:00,friend,0,0,3,no_response,0,0,0,
6735,2026-08-14T16:48:25.989233+00:00,friend,0,0,3,no_response,0,0,0,
6736,2026-08-14T16:48:26.002878+00:00,friend,0,0,3,no_response,0,0,0,
6737,2026-08-14T16:48:26.009946+00:00,friend,0,0,3,no_response,0,0,0,
6738,2026-08-14T16:48:26.016681+00:00,friend,0,0,3,no_response,0,0,0,
6739,2026-08-14T16:48:26.023558+00:00,friend,0,0,3,no_response,0,0,0,
6740,2026-08-14T16:48:26.030841+00:00,friend,0,0,3,no_response,0,0,0,
6741,2026-08-14T16:48:26.044984+00:00,friend,0,0,4,no_response,0,0,0,
6742,2026-08-14T16:48:26.072166+00:00,friend,0,0,4,no_response,0,0,0,
6743,2026-08-14T16:48:26.081163+00:00,friend,0,0,3,no_response,0,0,0,
6744,2026-08-14T16:48:26.087917+00:00,friend,0,0,3,no_response,0,0,0,
6745,2026-08-14T16:48:26.094700+00:00,friend,0,0,3,no_response,0,0,0,
6746,2026-08-14T16:48:26.102277+00:00,friend,0,0,4,no_response,0,0,0,
6747,2026-08-14T16:51:19.849662+00:00,friend,0,0,225,no_response,0,0,0,
6748,2026-08-14T16:51:19.863163+00:00,friend,0,0,2,no_response,0,0,0,
6749,2026-08-14T16:51:19.869778+00:00,friend,0,0,2,no_response,0,0,0,
6750,2026-08-14T16:51:19.876102+00:00,friend,0,0,2,no_response,0,0,0,
6751,2026-08-14T16:51:19.882871+00:00,friend,0,0,3,no_response,0,0,0,
6752,2026-08-14T16:51:19.889730+00:00,friend,0,0,3,no_response,0,0,0,
6753,2026-08-14T16:51:19.903285+00:00,friend,0,0,2,no_response,0,0,0,
6754,2026-08-14T16:52:07.863258+00:00,friend,0,0,191,no_response,0,0,0,
6755,2026-08-14T16:52:07.894196+00:00,friend,0,0,3,no_response,0,0,0,
6756,2026-08-14T16:52:07.903446+00:00,friend,0,0,4,no_response,0,0,0,
6757,2026-08-14T16:52:07.915702+00:00,friend,0,0,4,no_response,0,0,0,
6758,2026-08-14T16:52:07.949945+00:00,friend,0,0,11,no_response,0,0,0,
6759,2026-08-14T16:52:07.984616+00:00,friend,0,0,4,no_response,0,0,0,
6760,2026-08-14T16:52:08.034899+00:00,friend,0,0,3,no_response,0,0,0,
6761,2026-08-14T16:52:08.055781+00:00,friend,0,0,3,no_response,0,0,0,
6762,2026-08-14T16:52:08.062254+00:00,friend,0,0,2,no_response,0,0,0,
6763,2026-08-14T16:52:08.068752+00:00,friend,0,0,2,no_response,0,0,0,
6764,2026-08-14T16:52:08.075236+00:00,friend,0,0,3,no_response,0,0,0,
6765,2026-08-14T16:52:08.081727+00:00,friend,0,0,2,no_response,0,0,0,
6766,2026-08-14T16:52:13.936165+00:00,friend,1,0,5796,api_error,0,0,0,kimi-k3
6767,2026-08-14T16:52:17.978984+00:00,friend,0,0,3,no_response,0,0,0,
6768,2026-08-14T16:52:17.985526+00:00,friend,0,0,3,no_response,0,0,0,
6769,2026-08-14T16:52:17.992045+00:00,friend,0,0,2,no_response,0,0,0,
6770,2026-08-14T16:52:17.999012+00:00,friend,0,0,2,no_response,0,0,0,
6771,2026-08-14T16:52:18.006310+00:00,friend,0,0,3,no_response,0,0,0,
6772,2026-08-14T16:52:18.033518+00:00,friend,0,0,4,no_response,0,0,0,
6773,2026-08-14T16:52:18.054715+00:00,friend,0,0,6,no_response,0,0,0,
6774,2026-08-14T16:52:18.065009+00:00,friend,0,0,4,no_response,0,0,0,
6775,2026-08-14T16:52:18.074585+00:00,friend,0,0,4,no_response,0,0,0,
6776,2026-08-14T16:52:18.083773+00:00,friend,0,0,4,no_response,0,0,0,
6777,2026-08-14T16:52:18.092824+00:00,friend,0,0,4,no_response,0,0,0,
6778,2026-08-14T16:52:18.115473+00:00,friend,0,0,4,no_response,0,0,0,
6779,2026-08-14T16:52:18.132527+00:00,friend,0,0,4,no_response,0,0,0,
6780,2026-08-14T16:52:18.143063+00:00,friend,0,0,4,no_response,0,0,0,
6781,2026-08-14T16:52:18.151596+00:00,friend,0,0,4,no_response,0,0,0,
6782,2026-08-14T16:52:18.159506+00:00,friend,0,0,3,no_response,0,0,0,
6783,2026-08-14T16:52:18.167334+00:00,friend,0,0,4,no_response,0,0,0,
6784,2026-08-14T16:54:05.755775+00:00,friend,1,0,3769,api_error,0,0,0,kimi-k3
6785,2026-08-14T17:02:47.663534+00:00,friend,1,1,18043,none,493,35,1,glm-5.3
6786,2026-08-14T17:02:47.731505+00:00,friend,0,0,2,no_response,0,0,0,
6787,2026-08-14T17:02:47.736760+00:00,friend,0,0,2,no_response,0,0,0,
6788,2026-08-14T17:02:47.742132+00:00,friend,0,0,2,no_response,0,0,0,
6789,2026-08-14T17:02:47.747390+00:00,friend,0,0,2,no_response,0,0,0,
6790,2026-08-14T17:02:47.752706+00:00,friend,0,0,2,no_response,0,0,0,
6791,2026-08-14T17:03:19.739908+00:00,friend,1,1,31154,none,1775,43,1,glm-5.3
6792,2026-08-14T17:03:36.762677+00:00,friend,1,1,15330,none,756,0,0,glm-5.3
6793,2026-08-14T17:03:48.884298+00:00,friend,1,1,10350,none,665,0,0,glm-5.3
6794,2026-08-14T17:04:12.983730+00:00,friend,1,1,23500,none,478,19,1,glm-5.3
6795,2026-08-14T17:04:27.451527+00:00,friend,1,1,13920,none,608,523,0,glm-5.3
6796,2026-08-14T17:04:31.796900+00:00,friend,1,0,3732,parse_error,0,143,0,glm-5.3
6797,2026-08-14T17:30:08.497010+00:00,friend,0,0,274,no_response,0,0,0,
6798,2026-08-14T17:30:08.530478+00:00,friend,0,0,11,no_response,0,0,0,
6799,2026-08-14T17:30:08.566401+00:00,friend,0,0,16,no_response,0,0,0,
6800,2026-08-14T17:30:08.587558+00:00,friend,0,0,10,no_response,0,0,0,
6801,2026-08-14T17:30:08.608039+00:00,friend,0,0,9,no_response,0,0,0,
6802,2026-08-14T17:30:08.715232+00:00,friend,0,0,16,no_response,0,0,0,
6803,2026-08-14T17:30:08.753926+00:00,friend,0,0,9,no_response,0,0,0,
6804,2026-08-14T17:30:08.796747+00:00,friend,0,0,14,no_response,0,0,0,
6805,2026-08-14T17:30:08.848414+00:00,friend,0,0,10,no_response,0,0,0,
6806,2026-08-14T17:30:08.852929+00:00,friend,0,0,18,no_response,0,0,0,
6807,2026-08-14T17:30:08.908700+00:00,friend,0,0,7,no_response,0,0,0,
6808,2026-08-14T17:30:08.910360+00:00,friend,0,0,47,no_response,0,0,0,
6809,2026-08-14T17:30:08.975926+00:00,friend,0,0,33,no_response,0,0,0,
6810,2026-08-14T17:30:08.981081+00:00,friend,0,0,37,no_response,0,0,0,
6811,2026-08-14T17:30:09.006385+00:00,friend,0,0,5,no_response,0,0,0,
6812,2026-08-14T17:30:09.016479+00:00,friend,0,0,14,no_response,0,0,0,
6813,2026-08-14T17:30:09.035457+00:00,friend,0,0,16,no_response,0,0,0,
6814,2026-08-14T17:30:09.102670+00:00,friend,0,0,13,no_response,0,0,0,
6815,2026-08-14T17:30:09.115279+00:00,friend,0,0,8,no_response,0,0,0,
6816,2026-08-14T17:30:09.205567+00:00,friend,0,0,10,no_response,0,0,0,
6817,2026-08-14T17:30:09.227155+00:00,friend,0,0,6,no_response,0,0,0,
6818,2026-08-14T17:30:09.235278+00:00,friend,0,0,23,no_response,0,0,0,
6819,2026-08-14T17:30:09.251510+00:00,friend,0,0,12,no_response,0,0,0,
6820,2026-08-14T17:30:09.262022+00:00,friend,0,0,18,no_response,0,0,0,
6821,2026-08-14T17:30:09.275293+00:00,friend,0,0,12,no_response,0,0,0,
6822,2026-08-14T17:30:09.281647+00:00,friend,0,0,11,no_response,0,0,0,
6823,2026-08-14T17:30:09.289149+00:00,friend,0,0,6,no_response,0,0,0,
6824,2026-08-14T17:30:09.301726+00:00,friend,0,0,6,no_response,0,0,0,
6825,2026-08-14T17:30:09.310045+00:00,friend,0,0,13,no_response,0,0,0,
6826,2026-08-14T17:30:09.320437+00:00,friend,0,0,11,no_response,0,0,0,
6827,2026-08-14T17:30:09.345061+00:00,friend,0,0,19,no_response,0,0,0,
6828,2026-08-14T17:30:09.356794+00:00,friend,0,0,14,no_response,0,0,0,
6829,2026-08-14T17:30:09.399362+00:00,friend,0,0,17,no_response,0,0,0,
6830,2026-08-14T17:30:09.426537+00:00,friend,0,0,9,no_response,0,0,0,
6831,2026-08-14T17:30:09.448720+00:00,friend,0,0,7,no_response,0,0,0,
6832,2026-08-14T17:30:09.528224+00:00,friend,0,0,16,no_response,0,0,0,
6833,2026-08-14T17:30:09.595680+00:00,friend,0,0,11,no_response,0,0,0,
6834,2026-08-14T17:30:09.620819+00:00,friend,0,0,17,no_response,0,0,0,
6835,2026-08-14T17:30:09.641177+00:00,friend,0,0,10,no_response,0,0,0,
6836,2026-08-14T17:30:09.679565+00:00,friend,0,0,10,no_response,0,0,0,
6837,2026-08-14T17:30:09.701117+00:00,friend,0,0,9,no_response,0,0,0,
6838,2026-08-14T17:30:12.441647+00:00,friend,1,1,2253,none,46,0,0,glm-5.3
6839,2026-08-14T17:30:12.612330+00:00,friend,1,1,2464,none,62,0,0,glm-5.3
6840,2026-08-14T17:30:18.107357+00:00,friend,1,1,4812,none,38,0,0,glm-5.3
6841,2026-08-14T17:30:18.323161+00:00,friend,1,1,8195,none,178,0,0,glm-5.3
6842,2026-08-14T17:30:20.502206+00:00,friend,1,1,2016,none,20,2,1,glm-5.3
6843,2026-08-14T17:30:23.374524+00:00,friend,1,1,10060,none,669,44,1,glm-5.3
6844,2026-08-14T17:30:25.583601+00:00,friend,1,1,3642,none,43,2,1,glm-5.3
6845,2026-08-14T17:30:38.466840+00:00,friend,1,1,12167,none,695,57,1,glm-5.3
6846,2026-08-14T17:30:50.917981+00:00,friend,1,1,9994,none,558,66,1,glm-5.3
6847,2026-08-14T17:31:02.551681+00:00,friend,1,1,11183,none,138,0,0,glm-5.3
6848,2026-08-14T17:31:08.433561+00:00,friend,1,1,5177,none,161,0,0,glm-5.3
6849,2026-08-14T17:31:13.242044+00:00,friend,1,1,4482,none,156,0,0,glm-5.3
6850,2026-08-14T17:31:18.816465+00:00,friend,1,1,5261,none,191,17,1,glm-5.3
6851,2026-08-14T17:31:24.188567+00:00,friend,1,1,5174,none,69,0,0,glm-5.3
6852,2026-08-14T17:31:29.181338+00:00,friend,1,1,4791,none,204,0,0,glm-5.3
6853,2026-08-14T17:31:33.150874+00:00,friend,1,1,3679,none,150,0,0,glm-5.3
6854,2026-08-14T17:31:37.476834+00:00,friend,1,1,4031,none,186,0,0,glm-5.3
6855,2026-08-14T17:31:58.816494+00:00,friend,1,1,21136,none,601,41,1,glm-5.3
6856,2026-08-14T17:32:10.129233+00:00,friend,1,1,11045,none,565,32,1,glm-5.3
6857,2026-08-14T17:32:14.683663+00:00,friend,1,1,4264,none,161,0,0,glm-5.3
6858,2026-08-14T17:32:20.009336+00:00,friend,1,1,5007,none,214,0,0,glm-5.3
6859,2026-08-14T17:32:38.152868+00:00,friend,1,1,17837,none,397,0,0,glm-5.3
6860,2026-08-14T17:32:49.163960+00:00,friend,1,1,10753,none,562,34,1,glm-5.3
6861,2026-08-14T17:32:58.494580+00:00,friend,1,1,9035,none,285,0,0,glm-5.3
6862,2026-08-14T17:33:37.971456+00:00,friend,1,1,4678,none,210,20,1,glm-5.3
6863,2026-08-14T17:34:06.727773+00:00,friend,1,1,28495,none,1581,44,1,glm-5.3
6864,2026-08-14T17:34:23.724310+00:00,friend,1,1,15181,none,710,27,1,glm-5.3
6865,2026-08-14T17:34:29.029633+00:00,friend,1,1,4981,none,141,2,1,glm-5.3
6866,2026-08-14T18:30:12.116522+00:00,friend,0,0,252,no_response,0,0,0,
6867,2026-08-14T18:30:12.142940+00:00,friend,0,0,6,no_response,0,0,0,
6868,2026-08-14T18:30:12.175418+00:00,friend,0,0,11,no_response,0,0,0,
6869,2026-08-14T18:30:12.230252+00:00,friend,0,0,6,no_response,0,0,0,
6870,2026-08-14T18:30:12.274020+00:00,friend,0,0,11,no_response,0,0,0,
6871,2026-08-14T18:30:12.386672+00:00,friend,0,0,10,no_response,0,0,0,
6872,2026-08-14T18:30:12.481284+00:00,friend,0,0,9,no_response,0,0,0,
6873,2026-08-14T18:30:12.540144+00:00,friend,0,0,8,no_response,0,0,0,
6874,2026-08-14T18:30:12.570788+00:00,friend,0,0,6,no_response,0,0,0,
6875,2026-08-14T18:30:12.602847+00:00,friend,0,0,12,no_response,0,0,0,
6876,2026-08-14T18:30:12.639598+00:00,friend,0,0,8,no_response,0,0,0,
6877,2026-08-14T18:30:12.750720+00:00,friend,0,0,12,no_response,0,0,0,
6878,2026-08-14T18:30:12.901003+00:00,friend,0,0,8,no_response,0,0,0,
6879,2026-08-14T18:30:12.938250+00:00,friend,0,0,20,no_response,0,0,0,
6880,2026-08-14T18:30:12.979524+00:00,friend,0,0,16,no_response,0,0,0,
6881,2026-08-14T18:30:13.020139+00:00,friend,0,0,7,no_response,0,0,0,
6882,2026-08-14T18:30:13.090167+00:00,friend,0,0,7,no_response,0,0,0,
6883,2026-08-14T18:30:13.462865+00:00,friend,0,0,9,no_response,0,0,0,
6884,2026-08-14T18:30:13.519713+00:00,friend,0,0,8,no_response,0,0,0,
6885,2026-08-14T18:30:13.545056+00:00,friend,0,0,9,no_response,0,0,0,
6886,2026-08-14T18:30:13.567224+00:00,friend,0,0,9,no_response,0,0,0,
6887,2026-08-14T18:30:13.604433+00:00,friend,0,0,9,no_response,0,0,0,
6888,2026-08-14T18:30:13.612437+00:00,friend,0,0,6,no_response,0,0,0,
6889,2026-08-14T18:30:13.625488+00:00,friend,0,0,10,no_response,0,0,0,
6890,2026-08-14T18:30:13.670835+00:00,friend,0,0,8,no_response,0,0,0,
6891,2026-08-14T18:30:13.677380+00:00,friend,0,0,14,no_response,0,0,0,
6892,2026-08-14T18:30:13.709972+00:00,friend,0,0,11,no_response,0,0,0,
6893,2026-08-14T18:30:13.734600+00:00,friend,0,0,10,no_response,0,0,0,
6894,2026-08-14T18:30:13.744508+00:00,friend,0,0,19,no_response,0,0,0,
6895,2026-08-14T18:30:13.752953+00:00,friend,0,0,11,no_response,0,0,0,
6896,2026-08-14T18:30:13.805123+00:00,friend,0,0,49,no_response,0,0,0,
6897,2026-08-14T18:30:13.815731+00:00,friend,0,0,4,no_response,0,0,0,
6898,2026-08-14T18:30:13.837145+00:00,friend,0,0,6,no_response,0,0,0,
6899,2026-08-14T18:30:13.849785+00:00,friend,0,0,3,no_response,0,0,0,
6900,2026-08-14T18:30:13.852807+00:00,friend,0,0,8,no_response,0,0,0,
6901,2026-08-14T18:30:13.874366+00:00,friend,0,0,7,no_response,0,0,0,
6902,2026-08-14T18:30:13.914639+00:00,friend,0,0,7,no_response,0,0,0,
6903,2026-08-14T18:30:13.936846+00:00,friend,0,0,11,no_response,0,0,0,
6904,2026-08-14T18:30:13.960259+00:00,friend,0,0,9,no_response,0,0,0,
6905,2026-08-14T18:30:13.975880+00:00,friend,0,0,6,no_response,0,0,0,
6906,2026-08-14T18:30:13.991858+00:00,friend,0,0,4,no_response,0,0,0,
6907,2026-08-14T18:30:17.688657+00:00,friend,1,1,3215,none,40,0,0,glm-5.3
6908,2026-08-14T18:30:19.408254+00:00,friend,1,1,5909,none,248,0,0,glm-5.3
6909,2026-08-14T18:30:20.607389+00:00,friend,1,1,2291,none,38,0,0,glm-5.3
6910,2026-08-14T18:30:23.485864+00:00,friend,0,0,5,no_response,0,0,0,
6911,2026-08-14T18:30:23.514753+00:00,friend,0,0,5,no_response,0,0,0,
6912,2026-08-14T18:30:23.524779+00:00,friend,0,0,4,no_response,0,0,0,
6913,2026-08-14T18:30:23.535555+00:00,friend,0,0,5,no_response,0,0,0,
6914,2026-08-14T18:30:23.547480+00:00,friend,0,0,4,no_response,0,0,0,
6915,2026-08-14T18:30:23.558533+00:00,friend,0,0,4,no_response,0,0,0,
6916,2026-08-14T18:30:23.587494+00:00,friend,0,0,5,no_response,0,0,0,
6917,2026-08-14T18:30:23.625954+00:00,friend,0,0,4,no_response,0,0,0,
6918,2026-08-14T18:30:23.638041+00:00,friend,0,0,4,no_response,0,0,0,
6919,2026-08-14T18:30:23.647475+00:00,friend,0,0,4,no_response,0,0,0,
6920,2026-08-14T18:30:23.658116+00:00,friend,0,0,4,no_response,0,0,0,
6921,2026-08-14T18:30:23.676519+00:00,friend,0,0,4,no_response,0,0,0,
6922,2026-08-14T18:30:23.811263+00:00,friend,1,1,2864,none,73,0,0,glm-5.3
6923,2026-08-14T18:30:25.420123+00:00,friend,1,1,11037,none,588,2,1,glm-5.3
6924,2026-08-14T18:30:27.322794+00:00,friend,1,1,3520,none,190,0,0,glm-5.3
6925,2026-08-14T18:30:30.086516+00:00,friend,1,1,2415,none,65,9,1,glm-5.3
6926,2026-08-14T18:30:30.274446+00:00,friend,1,1,9254,none,653,50,1,glm-5.3
6927,2026-08-14T18:30:32.332583+00:00,friend,1,1,7935,none,23,2,1,glm-5.3
6928,2026-08-14T18:30:42.726134+00:00,friend,1,1,7381,none,348,41,1,glm-5.3
6929,2026-08-14T18:30:42.849757+00:00,friend,1,1,2344,none,67,0,0,glm-5.3
6930,2026-08-14T18:30:47.919335+00:00,friend,1,1,4662,none,194,30,1,glm-5.3
6931,2026-08-14T18:31:00.604140+00:00,friend,1,1,17274,none,1044,48,1,glm-5.3
6932,2026-08-14T18:31:04.179608+00:00,friend,1,1,5739,none,169,24,1,glm-5.3
6933,2026-08-14T18:31:15.231098+00:00,friend,1,1,11242,none,384,24,1,glm-5.3
6934,2026-08-14T18:31:17.178944+00:00,friend,1,1,6252,none,402,28,1,glm-5.3
6935,2026-08-14T18:31:28.865170+00:00,friend,1,1,11516,none,582,37,1,glm-5.3
6936,2026-08-14T18:31:36.146744+00:00,friend,1,1,5786,none,135,0,0,glm-5.3
6937,2026-08-14T18:31:42.177933+00:00,friend,1,1,6997,none,369,34,1,glm-5.3
6938,2026-08-14T18:31:51.397205+00:00,friend,1,1,8932,none,130,0,0,glm-5.3
6939,2026-08-14T18:31:58.119058+00:00,friend,1,1,6512,none,176,0,0,glm-5.3
6940,2026-08-14T18:32:09.351688+00:00,friend,1,1,11052,none,455,31,1,glm-5.3
6941,2026-08-14T18:32:10.396739+00:00,friend,1,1,27047,none,1747,62,1,glm-5.3
6942,2026-08-14T18:32:16.609931+00:00,friend,1,1,6789,none,142,0,0,glm-5.3
6943,2026-08-14T18:32:19.459174+00:00,friend,1,1,8607,none,244,112,1,glm-5.3
6944,2026-08-14T18:32:19.703855+00:00,friend,1,1,3037,none,127,9,1,glm-5.3
6945,2026-08-14T18:32:24.848948+00:00,friend,1,1,4971,none,211,0,0,glm-5.3
6946,2026-08-14T18:32:42.562071+00:00,friend,1,1,11343,none,542,34,1,glm-5.3
6947,2026-08-14T18:32:46.533462+00:00,friend,1,1,3711,none,136,0,0,glm-5.3
6948,2026-08-14T18:33:15.782137+00:00,friend,1,1,10389,none,577,248,1,glm-5.3
6949,2026-08-14T19:30:15.526048+00:00,friend,0,0,257,no_response,0,0,0,
6950,2026-08-14T19:30:15.550375+00:00,friend,0,0,7,no_response,0,0,0,
6951,2026-08-14T19:30:15.570435+00:00,friend,0,0,9,no_response,0,0,0,
6952,2026-08-14T19:30:15.586676+00:00,friend,0,0,6,no_response,0,0,0,
6953,2026-08-14T19:30:15.595157+00:00,friend,0,0,3,no_response,0,0,0,
6954,2026-08-14T19:30:15.679248+00:00,friend,0,0,13,no_response,0,0,0,
6955,2026-08-14T19:30:15.765283+00:00,friend,0,0,9,no_response,0,0,0,
6956,2026-08-14T19:30:15.822379+00:00,friend,0,0,12,no_response,0,0,0,
6957,2026-08-14T19:30:15.885842+00:00,friend,0,0,4,no_response,0,0,0,
6958,2026-08-14T19:30:15.935227+00:00,friend,0,0,4,no_response,0,0,0,
6959,2026-08-14T19:30:15.947793+00:00,friend,0,0,4,no_response,0,0,0,
