id,ts,severity,category,title,detail,alerted,resolved
1601,1786838409.3785963,WARN,cost_inefficiency,"Using telnyx for glm-5.2 ($2.15/M), routstrd cheaper ($0.53/M)","23 calls / 1,239,056 tokens on telnyx at $2.15/M. routstrd available at $0.53/M — potential savings $2.01/24h. Top up routstrd if depleted.",1,0
1602,1786838451.6213946,WARN,key_backoff,friend exhausted failure #1,"{""detail"": ""backoff 2.0s; error_type=exhausted"", ""key_name"": ""friend""}",1,0
1603,1786839301.8705432,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1604,1786839301.9086719,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1605,1786840202.6456668,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1606,1786840202.6530852,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1607,1786840210.3166392,CRITICAL,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1608,1786840210.3173025,CRITICAL,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1609,1786840210.317315,WARN,cost_inefficiency,"Using openrouter for glm-5.2 ($0.97/M), routstrd cheaper ($0.53/M)","172 calls / 9,735,228 tokens on openrouter at $0.97/M. routstrd available at $0.53/M — potential savings $4.28/24h. Top up routstrd if depleted.",1,0
1610,1786840210.3173237,WARN,cost_inefficiency,"Using telnyx for glm-5.2 ($2.15/M), routstrd cheaper ($0.53/M)","23 calls / 1,239,056 tokens on telnyx at $2.15/M. routstrd available at $0.53/M — potential savings $2.01/24h. Top up routstrd if depleted.",1,0
1611,1786841102.3851852,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1612,1786841102.4025126,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1613,1786842002.3858006,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1614,1786842002.4148571,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1615,1786842011.8118908,CRITICAL,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1616,1786842011.8123274,CRITICAL,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1617,1786842011.8123367,WARN,cost_inefficiency,"Using openrouter for glm-5.2 ($0.97/M), routstrd cheaper ($0.53/M)","172 calls / 9,735,228 tokens on openrouter at $0.97/M. routstrd available at $0.53/M — potential savings $4.28/24h. Top up routstrd if depleted.",1,0
1618,1786842011.812343,WARN,cost_inefficiency,"Using telnyx for glm-5.2 ($2.15/M), routstrd cheaper ($0.53/M)","23 calls / 1,239,056 tokens on telnyx at $2.15/M. routstrd available at $0.53/M — potential savings $2.01/24h. Top up routstrd if depleted.",1,0
1619,1786842901.994526,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1620,1786842902.0057433,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1621,1786843801.729918,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1622,1786843801.7546904,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1623,1786843808.4680364,CRITICAL,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1624,1786843808.4685857,CRITICAL,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1625,1786843808.4686027,WARN,cost_inefficiency,"Using openrouter for glm-5.2 ($0.97/M), routstrd cheaper ($0.53/M)","172 calls / 9,735,228 tokens on openrouter at $0.97/M. routstrd available at $0.53/M — potential savings $4.28/24h. Top up routstrd if depleted.",1,0
1626,1786843808.468613,WARN,cost_inefficiency,"Using telnyx for glm-5.2 ($2.15/M), routstrd cheaper ($0.53/M)","23 calls / 1,239,056 tokens on telnyx at $2.15/M. routstrd available at $0.53/M — potential savings $2.01/24h. Top up routstrd if depleted.",1,0
1627,1786844702.1676955,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1628,1786844702.1798804,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1629,1786845601.730488,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1630,1786845601.7378101,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1631,1786845608.5411174,CRITICAL,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1632,1786845608.5416753,CRITICAL,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1633,1786845608.541694,WARN,cost_inefficiency,"Using openrouter for glm-5.2 ($0.97/M), routstrd cheaper ($0.53/M)","172 calls / 9,735,228 tokens on openrouter at $0.97/M. routstrd available at $0.53/M — potential savings $4.28/24h. Top up routstrd if depleted.",1,0
1634,1786845608.5417078,WARN,cost_inefficiency,"Using telnyx for glm-5.2 ($2.15/M), routstrd cheaper ($0.53/M)","23 calls / 1,239,056 tokens on telnyx at $2.15/M. routstrd available at $0.53/M — potential savings $2.01/24h. Top up routstrd if depleted.",1,0
1635,1786846502.1582477,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1636,1786846502.1637812,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1637,1786847401.3206224,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1638,1786847401.3350205,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1639,1786847408.9542282,CRITICAL,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1640,1786847408.9547155,CRITICAL,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1641,1786847408.9547276,WARN,cost_inefficiency,"Using openrouter for glm-5.2 ($0.97/M), routstrd cheaper ($0.53/M)","172 calls / 9,735,228 tokens on openrouter at $0.97/M. routstrd available at $0.53/M — potential savings $4.28/24h. Top up routstrd if depleted.",1,0
1642,1786847408.954737,WARN,cost_inefficiency,"Using telnyx for glm-5.2 ($2.15/M), routstrd cheaper ($0.53/M)","23 calls / 1,239,056 tokens on telnyx at $2.15/M. routstrd available at $0.53/M — potential savings $2.01/24h. Top up routstrd if depleted.",1,0
1643,1786848301.6557946,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1644,1786848301.6862493,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1645,1786849201.7195697,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1646,1786849201.7504728,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1647,1786849208.6284652,CRITICAL,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1648,1786849208.6290236,CRITICAL,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1649,1786849208.6290364,WARN,cost_inefficiency,"Using openrouter for glm-5.2 ($0.97/M), routstrd cheaper ($0.53/M)","172 calls / 9,735,228 tokens on openrouter at $0.97/M. routstrd available at $0.53/M — potential savings $4.28/24h. Top up routstrd if depleted.",1,0
1650,1786849208.6290455,WARN,cost_inefficiency,"Using telnyx for glm-5.2 ($2.15/M), routstrd cheaper ($0.53/M)","23 calls / 1,239,056 tokens on telnyx at $2.15/M. routstrd available at $0.53/M — potential savings $2.01/24h. Top up routstrd if depleted.",1,0
1651,1786850101.3707757,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1652,1786850101.3738365,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1653,1786851001.592502,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1654,1786851001.5987928,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1655,1786851008.3991802,CRITICAL,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1656,1786851008.4007514,CRITICAL,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1657,1786851008.4007804,WARN,cost_inefficiency,"Using openrouter for glm-5.2 ($0.97/M), routstrd cheaper ($0.53/M)","172 calls / 9,735,228 tokens on openrouter at $0.97/M. routstrd available at $0.53/M — potential savings $4.28/24h. Top up routstrd if depleted.",1,0
1658,1786851008.400799,WARN,cost_inefficiency,"Using telnyx for glm-5.2 ($2.15/M), routstrd cheaper ($0.53/M)","23 calls / 1,239,056 tokens on telnyx at $2.15/M. routstrd available at $0.53/M — potential savings $2.01/24h. Top up routstrd if depleted.",1,0
1659,1786851901.4235373,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1660,1786851901.4379027,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1661,1786852801.441745,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1662,1786852801.4506538,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
1663,1786852808.3391473,CRITICAL,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1664,1786852808.33953,CRITICAL,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5 threshold. Top up to avoid service interruption. (data 5 min old)",1,0
1665,1786852808.339538,WARN,cost_inefficiency,"Using openrouter for glm-5.2 ($0.97/M), routstrd cheaper ($0.53/M)","172 calls / 9,735,228 tokens on openrouter at $0.97/M. routstrd available at $0.53/M — potential savings $4.28/24h. Top up routstrd if depleted.",1,0
1666,1786852808.339553,WARN,cost_inefficiency,"Using telnyx for glm-5.2 ($2.15/M), routstrd cheaper ($0.53/M)","23 calls / 1,239,056 tokens on telnyx at $2.15/M. routstrd available at $0.53/M — potential savings $2.01/24h. Top up routstrd if depleted.",1,0
1667,1786853701.7645996,critical,api_low_balance,ppq balance low: $0.02,"ppq balance at $0.02, below $5.00 threshold. Top up to avoid service interruption.",1,0
1668,1786853701.7952247,critical,api_low_balance,openrouter balance low: $4.30,"openrouter balance at $4.30, below $5.00 threshold. Top up to avoid service interruption.",1,0
