id,ts,key_name,key_suffix,model,prompt_tokens,completion_tokens,total_tokens,tier,cache_hit,ollama_hit,ppq_hit,status_code,error,duration_ms,cost_usd,cost_source,session_id,task_type
1,1786554176.0821204,ollama_cloud,-lfk,glm-5.2,80725,33,80758,ollama_cloud,0,0,0,200,,2048,0.001251749,estimated,,
2,1786554176.978466,ollama_cloud,-lfk,glm-5.2,94300,61,94361,ollama_cloud,0,0,0,200,,2326,0.0014625955,estimated,,
3,1786554180.5814846,ollama_cloud,-lfk,glm-5.2,94508,91,94599,ollama_cloud,0,0,0,200,,2513,0.0014662845,estimated,,
4,1786554181.6201153,ollama_cloud,-lfk,glm-5.2,145706,46,145752,ollama_cloud,0,0,0,200,,2524,0.002259156,estimated,,
5,1786554185.5195007,ollama_cloud,-lfk,glm-5.2,94662,242,94904,ollama_cloud,0,0,0,200,,3548,0.001471012,estimated,,
6,1786554187.7815518,ollama_cloud,-lfk,glm-5.2,75343,1127,76470,ollama_cloud,0,0,0,200,,14543,0.001185285,estimated,,
7,1786554188.3126721,ollama_cloud,-lfk,glm-5.2,145799,289,146088,ollama_cloud,0,0,0,200,,3759,0.002264364,estimated,,
8,1786554189.253743,ollama_cloud,-lfk,glm-5.2,94954,66,95020,ollama_cloud,0,0,0,200,,2155,0.00147281,estimated,,
9,1786554195.6760862,ollama_cloud,-lfk,glm-5.2,95040,98,95138,ollama_cloud,0,0,0,200,,4550,0.001474639,estimated,,
10,1786554195.698098,ollama_cloud,-lfk,glm-5.2,76219,40,76259,ollama_cloud,0,0,0,200,,1942,0.0011820144999999998,estimated,,
11,1786554197.3288212,ollama_cloud,-lfk,glm-5.2,146180,289,146469,ollama_cloud,0,0,0,200,,5721,0.0022702695,estimated,,
12,1786554204.3837767,ollama_cloud,-lfk,glm-5.2,146508,149,146657,ollama_cloud,0,0,0,200,,4184,0.0022731835,estimated,,
13,1786554207.6804256,ollama_cloud,-lfk,glm-5.2,80704,683,81387,ollama_cloud,0,0,0,200,,11058,0.0012614985,estimated,,
14,1786554210.568576,ollama_cloud,-lfk,glm-5.2,81308,2509,83817,ollama_cloud,0,0,0,200,,30751,0.0012991635,estimated,,
15,1786554213.1727145,ollama_cloud,-lfk,glm-5.2,146779,340,147119,ollama_cloud,0,0,0,200,,4524,0.0022803445,estimated,,
16,1786554218.922731,ollama_cloud,-lfk,glm-5.2,81623,31,81654,ollama_cloud,0,0,0,200,,1901,0.001265637,estimated,,
17,1786554219.7565207,ollama_cloud,-lfk,glm-5.2,76463,116,76579,ollama_cloud,0,0,0,200,,3196,0.0011869744999999999,estimated,,
18,1786554220.1060524,ollama_cloud,-lfk,glm-5.2,147611,81,147692,ollama_cloud,0,0,0,200,,2341,0.0022892259999999997,estimated,,
19,1786554223.0176039,ollama_cloud,-lfk,glm-5.2,76599,86,76685,ollama_cloud,0,0,0,200,,2558,0.0011886175,estimated,,
20,1786554223.2463934,ollama_cloud,-lfk,glm-5.2,81674,92,81766,ollama_cloud,0,0,0,200,,2142,0.001267373,estimated,,
21,1786554226.3164253,ollama_cloud,-lfk,glm-5.2,77338,120,77458,ollama_cloud,0,0,0,200,,2537,0.001200599,estimated,,
22,1786554226.446054,ollama_cloud,-lfk,glm-5.2,147753,183,147936,ollama_cloud,0,0,0,200,,4271,0.002293008,estimated,,
23,1786554228.0467987,ollama_cloud,-lfk,glm-5.2,82011,87,82098,ollama_cloud,0,0,0,200,,4185,0.001272519,estimated,,
24,1786554231.2160065,ollama_cloud,-lfk,glm-5.2,77478,275,77753,ollama_cloud,0,0,0,200,,3905,0.0012051715,estimated,,
25,1786554233.8351064,ollama_cloud,-lfk,glm-5.2,96930,409,97339,ollama_cloud,0,0,0,200,,6756,0.0015087545,estimated,,
26,1786554236.1186068,ollama_cloud,-lfk,glm-5.2,148169,282,148451,ollama_cloud,0,0,0,200,,5114,0.0023009905,estimated,,
27,1786554237.9852512,ollama_cloud,-lfk,glm-5.2,97194,72,97266,ollama_cloud,0,0,0,200,,3299,0.001507623,estimated,,
28,1786554237.9943774,ollama_cloud,-lfk,glm-5.2,96982,733,97715,ollama_cloud,0,0,0,200,,13429,0.0015145825,estimated,,
29,1786554238.4263232,ollama_cloud,-lfk,glm-5.2,77773,247,78020,ollama_cloud,0,0,0,200,,6265,0.0012093100000000001,estimated,,
30,1786554239.8195922,ollama_cloud,-lfk,glm-5.2,82867,651,83518,ollama_cloud,0,0,0,200,,8311,0.001294529,estimated,,
31,1786554242.916741,ollama_cloud,-lfk,glm-5.2,97347,60,97407,ollama_cloud,0,0,0,200,,3539,0.0015098084999999998,estimated,,
32,1786554242.9804254,ollama_cloud,-lfk,glm-5.2,97465,36,97501,ollama_cloud,0,0,0,200,,3323,0.0015112655,estimated,,
33,1786554246.5989492,ollama_cloud,-lfk,glm-5.2,78128,181,78309,ollama_cloud,0,0,0,200,,6939,0.0012137895,estimated,,
34,1786554246.641121,ollama_cloud,-lfk,glm-5.2,97530,29,97559,ollama_cloud,0,0,0,200,,2715,0.0015121645,estimated,,
35,1786554248.0532346,ollama_cloud,-lfk,glm-5.2,148471,248,148719,ollama_cloud,0,0,0,200,,8520,0.0023051445,estimated,,
36,1786554248.1757815,ollama_cloud,-lfk,glm-5.2,97758,283,98041,ollama_cloud,0,0,0,200,,4107,0.0015196355,estimated,,
37,1786554250.4492195,ollama_cloud,-lfk,glm-5.2,97952,116,98068,ollama_cloud,0,0,0,200,,2814,0.001520054,estimated,,
38,1786554254.6176136,ollama_cloud,-lfk,glm-5.2,78609,559,79168,ollama_cloud,0,0,0,200,,6989,0.0012271040000000001,estimated,,
39,1786554254.707545,ollama_cloud,-lfk,glm-5.2,106878,63,106941,ollama_cloud,0,0,0,200,,2775,0.0016575855,estimated,,
40,1786554255.0424428,ollama_cloud,-lfk,glm-5.2,98121,349,98470,ollama_cloud,0,0,0,200,,5335,0.001526285,estimated,,
41,1786554256.0412378,ollama_cloud,-lfk,glm-5.2,83799,47,83846,ollama_cloud,0,0,0,200,,2138,0.001299613,estimated,,
42,1786554256.203063,ollama_cloud,-lfk,glm-5.2,148815,81,148896,ollama_cloud,0,0,0,200,,3044,0.002307888,estimated,,
43,1786554261.1219351,ollama_cloud,-lfk,glm-5.2,83910,54,83964,ollama_cloud,0,0,0,200,,2634,0.0013014419999999999,estimated,,
44,1786554261.603073,ollama_cloud,-lfk,glm-5.2,110904,357,111261,ollama_cloud,0,0,0,200,,5807,0.0017245455,estimated,,
45,1786554262.601469,ollama_cloud,-lfk,glm-5.2,79033,205,79238,ollama_cloud,0,0,0,200,,4211,0.001228189,estimated,,
46,1786554264.741418,ollama_cloud,-lfk,glm-5.2,111478,48,111526,ollama_cloud,0,0,0,200,,2540,0.001728653,estimated,,
47,1786554264.914476,ollama_cloud,-lfk,glm-5.2,148996,289,149285,ollama_cloud,0,0,0,200,,4563,0.0023139175,estimated,,
48,1786554265.8157413,ollama_cloud,-lfk,glm-5.2,79363,94,79457,ollama_cloud,0,0,0,200,,2448,0.0012315835,estimated,,
49,1786554266.5627089,ollama_cloud,-lfk,glm-5.2,84038,180,84218,ollama_cloud,0,0,0,200,,3816,0.001305379,estimated,,
50,1786554269.0313067,ollama_cloud,-lfk,glm-5.2,79537,106,79643,ollama_cloud,0,0,0,200,,2432,0.0012344665,estimated,,
51,1786554272.179272,ollama_cloud,-lfk,glm-5.2,79705,45,79750,ollama_cloud,0,0,0,200,,2398,0.001236125,estimated,,
52,1786554274.572432,ollama_cloud,-lfk,glm-5.2,84329,211,84540,ollama_cloud,0,0,0,200,,3826,0.0013103700000000002,estimated,,
53,1786554274.6018093,ollama_cloud,-lfk,glm-5.2,149288,296,149584,ollama_cloud,0,0,0,200,,5343,0.0023185519999999998,estimated,,
54,1786554276.7330544,ollama_cloud,-lfk,glm-5.2,79865,124,79989,ollama_cloud,0,0,0,200,,3112,0.0012398295,estimated,,
55,1786554278.837543,ollama_cloud,-lfk,glm-5.2,80079,46,80125,ollama_cloud,0,0,0,200,,1463,0.0012419375,estimated,,
56,1786554279.519789,ollama_cloud,-lfk,glm-5.2,112929,1667,114596,ollama_cloud,0,0,0,200,,14300,0.001776238,estimated,,
57,1786554283.5202703,ollama_cloud,-lfk,glm-5.2,80395,139,80534,ollama_cloud,0,0,0,200,,3242,0.001248277,estimated,,
58,1786554287.0649948,ollama_cloud,-lfk,glm-5.2,114037,424,114461,ollama_cloud,0,0,0,200,,6977,0.0017741455,estimated,,
59,1786554287.2571986,ollama_cloud,-lfk,glm-5.2,80577,114,80691,ollama_cloud,0,0,0,200,,3185,0.0012507104999999999,estimated,,
60,1786554290.3677042,ollama_cloud,-lfk,glm-5.2,98498,361,98859,ollama_cloud,0,0,0,200,,4034,0.0015323145,estimated,,
61,1786554291.1805625,ollama_cloud,-lfk,glm-5.2,81097,40,81137,ollama_cloud,0,0,0,200,,2510,0.0012576235,estimated,,
62,1786554295.9514635,ollama_cloud,-lfk,glm-5.2,114624,497,115121,ollama_cloud,0,0,0,200,,8426,0.0017843755,estimated,,
63,1786554296.0677016,ollama_cloud,-lfk,glm-5.2,81427,142,81569,ollama_cloud,0,0,0,200,,3519,0.0012643195,estimated,,
64,1786554297.4743867,ollama_cloud,-lfk,glm-5.2,98955,389,99344,ollama_cloud,0,0,0,200,,5650,0.001539832,estimated,,
65,1786554302.4185166,ollama_cloud,-lfk,glm-5.2,81794,305,82099,ollama_cloud,0,0,0,200,,5735,0.0012725345,estimated,,
66,1786554302.488185,ollama_cloud,-lfk,glm-5.2,99426,423,99849,ollama_cloud,0,0,0,200,,5055,0.0015476594999999998,estimated,,
67,1786554305.8461895,ollama_cloud,-lfk,glm-5.2,115303,621,115924,ollama_cloud,0,0,0,200,,9037,0.001796822,estimated,,
68,1786554307.013799,ollama_cloud,-lfk,glm-5.2,82156,200,82356,ollama_cloud,0,0,0,200,,3299,0.001276518,estimated,,
69,1786554307.9995074,ollama_cloud,-lfk,glm-5.2,99950,236,100186,ollama_cloud,0,0,0,200,,3327,0.001552883,estimated,,
70,1786554312.2465742,ollama_cloud,-lfk,glm-5.2,82394,228,82622,ollama_cloud,0,0,0,200,,4410,0.0012806410000000001,estimated,,
71,1786554314.9064932,ollama_cloud,-lfk,glm-5.2,82712,45,82757,ollama_cloud,0,0,0,200,,1955,0.0012827335,estimated,,
72,1786554315.5872743,ollama_cloud,-lfk,glm-5.2,100251,560,100811,ollama_cloud,0,0,0,200,,6829,0.0015625705,estimated,,
73,1786554317.7944655,ollama_cloud,-lfk,glm-5.2,82844,72,82916,ollama_cloud,0,0,0,200,,2635,0.001285198,estimated,,
74,1786554321.3380837,ollama_cloud,-lfk,glm-5.2,100887,369,101256,ollama_cloud,0,0,0,200,,4703,0.001569468,estimated,,
75,1786554322.885583,ollama_cloud,-lfk,glm-5.2,116122,1956,118078,ollama_cloud,0,0,0,200,,16082,0.001830209,estimated,,
76,1786554331.4696763,ollama_cloud,-lfk,glm-5.2,68455,356,68811,ollama_cloud,0,0,0,200,,6621,0.0010665705,estimated,,
77,1786554332.5634985,ollama_cloud,-lfk,glm-5.2,101322,258,101580,ollama_cloud,0,0,0,200,,3743,0.00157449,estimated,,
78,1786554336.3726282,ollama_cloud,-lfk,glm-5.2,101640,27,101667,ollama_cloud,0,0,0,200,,1723,0.0015758385,estimated,,
79,1786554336.5719483,ollama_cloud,-lfk,glm-5.2,118254,478,118732,ollama_cloud,0,0,0,200,,6730,0.001840346,estimated,,
80,1786554340.597935,ollama_cloud,-lfk,glm-5.2,149671,79,149750,ollama_cloud,0,0,0,200,,3154,0.002321125,estimated,,
81,1786554340.918018,ollama_cloud,-lfk,glm-5.2,101749,120,101869,ollama_cloud,0,0,0,200,,3563,0.0015789695,estimated,,
82,1786554342.6181562,ollama_cloud,-lfk,glm-5.2,118888,319,119207,ollama_cloud,0,0,0,200,,5214,0.0018477085,estimated,,
83,1786554343.7456243,ollama_cloud,-lfk,glm-5.2,101923,26,101949,ollama_cloud,0,0,0,200,,1987,0.0015802095,estimated,,
84,1786554622.334627,ollama_cloud,-lfk,glm-5.2,102536,54,102590,ollama_cloud,0,0,0,200,,3829,0.001590145,estimated,,
85,1786554626.2034037,ollama_cloud,-lfk,glm-5.2,102756,71,102827,ollama_cloud,0,0,0,200,,2469,0.0015938185,estimated,,
86,1786554626.616526,ollama_cloud,-lfk,glm-5.2,150793,587,151380,ollama_cloud,0,0,0,200,,10812,0.00234639,estimated,,
87,1786554633.718542,ollama_cloud,-lfk,glm-5.2,102850,242,103092,ollama_cloud,0,0,0,200,,3016,0.001597926,estimated,,
88,1786554645.0713224,telnyx,b9Ei,moonshotai/Kimi-K3,128,10,138,telnyx,0,0,0,200,,2922,,,,
89,1786554649.9856944,ollama_cloud,-lfk,glm-5.2,103195,224,103419,ollama_cloud,0,0,0,200,,4105,0.0016029945,estimated,,
90,1786554651.5236402,ollama_cloud,-lfk,kimi-k2.7-code,15,20,35,ollama_cloud,0,0,0,200,,919,5.425e-07,estimated,,
91,1786554655.0823262,ollama_cloud,-lfk,glm-5.2,103453,227,103680,ollama_cloud,0,0,0,200,,3001,0.00160704,estimated,,
92,1786554663.3668795,ollama_cloud,-lfk,glm-5.2,104387,220,104607,ollama_cloud,0,0,0,200,,7676,0.0016214085000000001,estimated,,
93,1786554669.5351746,ollama_cloud,-lfk,glm-5.2,104676,250,104926,ollama_cloud,0,0,0,200,,5696,0.001626353,estimated,,
94,1786554693.8072338,ollama_cloud,-lfk,glm-5.2,105197,75,105272,ollama_cloud,0,0,0,200,,3831,0.001631716,estimated,,
95,1786554699.6300497,ollama_cloud,-lfk,glm-5.2,105701,98,105799,ollama_cloud,0,0,0,200,,4542,0.0016398845,estimated,,
96,1786554703.389021,ollama_cloud,-lfk,glm-5.2,106244,80,106324,ollama_cloud,0,0,0,200,,2651,0.001648022,estimated,,
97,1786554704.4063835,ollama_cloud,-lfk,glm-5.2,151159,806,151965,ollama_cloud,0,0,0,200,,13434,0.0023554574999999998,estimated,,
98,1786554706.934277,ollama_cloud,-lfk,glm-5.2,106464,120,106584,ollama_cloud,0,0,0,200,,2585,0.001652052,estimated,,
99,1786554711.2479212,ollama_cloud,-lfk,glm-5.2,106929,203,107132,ollama_cloud,0,0,0,200,,3353,0.0016605460000000002,estimated,,
100,1786554715.410972,ollama_cloud,-lfk,glm-5.2,107203,61,107264,ollama_cloud,0,0,0,200,,3200,0.001662592,estimated,,
101,1786554718.6079357,ollama_cloud,-lfk,glm-5.2,107303,40,107343,ollama_cloud,0,0,0,200,,2339,0.0016638165,estimated,,
102,1786554722.8797607,ollama_cloud,-lfk,glm-5.2,107371,96,107467,ollama_cloud,0,0,0,200,,3339,0.0016657385,estimated,,
103,1786554726.7380712,ollama_cloud,-lfk,glm-5.2,107491,95,107586,ollama_cloud,0,0,0,200,,2662,0.001667583,estimated,,
104,1786554726.818545,ollama_cloud,-lfk,glm-5.2,152369,530,152899,ollama_cloud,0,0,0,200,,9312,0.0023699345,estimated,,
105,1786554731.588901,ollama_cloud,-lfk,glm-5.2,107685,165,107850,ollama_cloud,0,0,0,200,,3907,0.001671675,estimated,,
106,1786554733.8970475,ollama_cloud,-lfk,glm-5.2,153358,148,153506,ollama_cloud,0,0,0,200,,4308,0.002379343,estimated,,
107,1786554737.6889591,ollama_cloud,-lfk,glm-5.2,323,126,449,ollama_cloud,0,0,0,200,,2674,6.9595e-06,estimated,,
108,1786554737.8816159,ollama_cloud,-lfk,glm-5.2,107884,200,108084,ollama_cloud,0,0,0,200,,3751,0.001675302,estimated,,
109,1786554753.4042404,ollama_cloud,-lfk,glm-5.2,110559,356,110915,ollama_cloud,0,0,0,200,,13547,0.0017191825,estimated,,
110,1786554753.6255596,ollama_cloud,-lfk,glm-5.2,153569,381,153950,ollama_cloud,0,0,0,200,,13151,0.002386225,estimated,,
111,1786554766.882702,ollama_cloud,-lfk,glm-5.2,111125,228,111353,ollama_cloud,0,0,0,200,,5968,0.0017259715,estimated,,
112,1786554771.3392494,ollama_cloud,-lfk,glm-5.2,153999,64,154063,ollama_cloud,0,0,0,200,,2740,0.0023879765,estimated,,
113,1786554772.9447594,ollama_cloud,-lfk,glm-5.2,111300,186,111486,ollama_cloud,0,0,0,200,,4565,0.001728033,estimated,,
114,1786554777.525416,ollama_cloud,-lfk,glm-5.2,111506,160,111666,ollama_cloud,0,0,0,200,,3221,0.001730823,estimated,,
115,1786554781.5280778,ollama_cloud,-lfk,glm-5.2,111777,139,111916,ollama_cloud,0,0,0,200,,2653,0.001734698,estimated,,
116,1786554783.2591288,ollama_cloud,-lfk,glm-5.2,154675,117,154792,ollama_cloud,0,0,0,200,,2602,0.002399276,estimated,,
117,1786554786.9901018,ollama_cloud,-lfk,glm-5.2,111946,96,112042,ollama_cloud,0,0,0,200,,3956,0.001736651,estimated,,
118,1786554790.699404,ollama_cloud,-lfk,glm-5.2,112082,67,112149,ollama_cloud,0,0,0,200,,2533,0.0017383095,estimated,,
119,1786554795.4551094,ollama_cloud,-lfk,glm-5.2,112195,82,112277,ollama_cloud,0,0,0,200,,3097,0.0017402935,estimated,,
120,1786554801.1540883,ollama_cloud,-lfk,glm-5.2,112317,230,112547,ollama_cloud,0,0,0,200,,4325,0.0017444785,estimated,,
121,1786554805.9164407,ollama_cloud,-lfk,glm-5.2,112579,175,112754,ollama_cloud,0,0,0,200,,3560,0.001747687,estimated,,
122,1786554809.3513565,ollama_cloud,-lfk,glm-5.2,155559,64,155623,ollama_cloud,0,0,0,200,,2410,0.0024121565,estimated,,
123,1786554813.4611864,ollama_cloud,-lfk,glm-5.2,112957,132,113089,ollama_cloud,0,0,0,200,,5635,0.0017528795,estimated,,
124,1786554820.9151173,ollama_cloud,-lfk,glm-5.2,156198,162,156360,ollama_cloud,0,0,0,200,,3711,0.00242358,estimated,,
125,1786554822.4950538,ollama_cloud,-lfk,glm-5.2,113128,451,113579,ollama_cloud,0,0,0,200,,7563,0.0017604744999999999,estimated,,
126,1786554829.3052597,ollama_cloud,-lfk,glm-5.2,156612,161,156773,ollama_cloud,0,0,0,200,,4216,0.0024299815,estimated,,
127,1786554838.9595244,ollama_cloud,-lfk,glm-5.2,113681,47,113728,ollama_cloud,0,0,0,200,,2492,0.0017627839999999999,estimated,,
128,1786554854.418432,ollama_cloud,-lfk,glm-5.2,156822,165,156987,ollama_cloud,0,0,0,200,,3072,0.0024332984999999997,estimated,,
129,1786554855.8685503,ollama_cloud,-lfk,glm-5.2,113809,595,114404,ollama_cloud,0,0,0,200,,8237,0.001773262,estimated,,
130,1786554861.8898342,ollama_cloud,-lfk,glm-5.2,157016,99,157115,ollama_cloud,0,0,0,200,,3498,0.0024352825,estimated,,
131,1786554872.875641,ollama_cloud,-lfk,glm-5.2,157281,245,157526,ollama_cloud,0,0,0,200,,5272,0.002441653,estimated,,
132,1786554876.1008844,ollama_cloud,-lfk,kimi-k2.7-code,10,5,15,ollama_cloud,0,0,0,200,,880,2.325e-07,estimated,,
133,1786554881.8919623,ollama_cloud,-lfk,glm-5.2,114521,747,115268,ollama_cloud,0,0,0,200,,8008,0.001786654,estimated,,
134,1786554884.0384953,ollama_cloud,-lfk,glm-5.2,157678,368,158046,ollama_cloud,0,0,0,200,,4872,0.002449713,estimated,,
135,1786554902.5311072,ollama_cloud,-lfk,glm-5.2,23229,19,23248,ollama_cloud,0,0,0,200,,1743,0.000360344,estimated,,
136,1786554902.6770606,ollama_cloud,-lfk,glm-5.2,64654,166,64820,ollama_cloud,0,0,0,200,,4574,0.00100471,estimated,,
137,1786554905.9778075,ollama_cloud,-lfk,glm-5.2,26367,251,26618,ollama_cloud,0,0,0,200,,3081,0.000412579,estimated,,
138,1786554907.7060425,ollama_cloud,-lfk,glm-5.2,64840,14,64854,ollama_cloud,0,0,0,200,,1755,0.001005237,estimated,,
139,1786554910.4856427,ollama_cloud,-lfk,glm-5.2,26830,24,26854,ollama_cloud,0,0,0,200,,2064,0.00041623699999999997,estimated,,
140,1786554912.8725789,ollama_cloud,-lfk,glm-5.2,64959,14,64973,ollama_cloud,0,0,0,200,,2083,0.0010070815000000001,estimated,,
141,1786554913.6630075,ollama_cloud,-lfk,glm-5.2,115528,581,116109,ollama_cloud,0,0,0,200,,7811,0.0017996895,estimated,,
142,1786554922.0082204,ollama_cloud,-lfk,glm-5.2,65102,667,65769,ollama_cloud,0,0,0,200,,8490,0.0010194194999999999,estimated,,
143,1786554933.5088656,ollama_cloud,-lfk,glm-5.2,28942,1036,29978,ollama_cloud,0,0,0,200,,22005,0.000464659,estimated,,
144,1786554936.643119,ollama_cloud,-lfk,glm-5.2,6871,88,6959,ollama_cloud,0,0,0,200,,1808,0.0001078645,estimated,,
145,1786554939.9953685,ollama_cloud,-lfk,glm-5.2,29034,667,29701,ollama_cloud,0,0,0,200,,5527,0.0004603655,estimated,,
146,1786554946.293271,ollama_cloud,-lfk,glm-5.2,116195,360,116555,ollama_cloud,0,0,0,200,,6648,0.0018066025,estimated,,
147,1786554946.3020546,ollama_cloud,-lfk,glm-5.2,30309,62,30371,ollama_cloud,0,0,0,200,,1757,0.0004707505,estimated,,
148,1786554949.9290237,ollama_cloud,-lfk,glm-5.2,13837,1014,14851,ollama_cloud,0,0,0,200,,8586,0.0002301905,estimated,,
149,1786554952.2954624,ollama_cloud,-lfk,glm-5.2,30473,416,30889,ollama_cloud,0,0,0,200,,5253,0.0004787795,estimated,,
150,1786554959.0016608,ollama_cloud,-lfk,glm-5.2,30971,416,31387,ollama_cloud,0,0,0,200,,6560,0.0004864985,estimated,,
151,1786554961.6169634,ollama_cloud,-lfk,glm-5.2,31446,33,31479,ollama_cloud,0,0,0,200,,1700,0.0004879245,estimated,,
152,1786554961.8974447,ollama_cloud,-lfk,glm-5.2,116581,65,116646,ollama_cloud,0,0,0,200,,2938,0.001808013,estimated,,
153,1786554966.3054051,ollama_cloud,-lfk,glm-5.2,15837,52,15889,ollama_cloud,0,0,0,200,,1724,0.0002462795,estimated,,
154,1786554966.4658144,ollama_cloud,-lfk,glm-5.2,31866,239,32105,ollama_cloud,0,0,0,200,,3908,0.0004976275,estimated,,
155,1786554968.1220665,ollama_cloud,-lfk,glm-5.2,116734,228,116962,ollama_cloud,0,0,0,200,,4523,0.001812911,estimated,,
156,1786554969.123258,ollama_cloud,-lfk,glm-5.2,32168,34,32202,ollama_cloud,0,0,0,200,,1964,0.000499131,estimated,,
157,1786554976.6048455,ollama_cloud,-lfk,glm-5.2,18880,776,19656,ollama_cloud,0,0,0,200,,7648,0.000304668,estimated,,
158,1786554977.3056548,ollama_cloud,-lfk,glm-5.2,116994,587,117581,ollama_cloud,0,0,0,200,,7302,0.0018225055,estimated,,
159,1786554984.0207384,ollama_cloud,-lfk,glm-5.2,49392,365,49757,ollama_cloud,0,0,0,200,,5645,0.0007712335,estimated,,
160,1786554985.6215708,ollama_cloud,-lfk,glm-5.2,20049,52,20101,ollama_cloud,0,0,0,200,,1902,0.0003115655,estimated,,
161,1786554985.693092,ollama_cloud,-lfk,glm-5.2,117640,475,118115,ollama_cloud,0,0,0,200,,6417,0.0018307825,estimated,,
162,1786554987.4878132,ollama_cloud,-lfk,glm-5.2,49713,284,49997,ollama_cloud,0,0,0,200,,3219,0.0007749534999999999,estimated,,
163,1786554990.8780918,ollama_cloud,-lfk,glm-5.2,118165,32,118197,ollama_cloud,0,0,0,200,,2716,0.0018320534999999999,estimated,,
164,1786554993.996786,ollama_cloud,-lfk,glm-5.2,20722,539,21261,ollama_cloud,0,0,0,200,,4623,0.0003295455,estimated,,
165,1786555006.735401,ollama_cloud,-lfk,glm-5.2,21849,110,21959,ollama_cloud,0,0,0,200,,3516,0.00034036449999999996,estimated,,
166,1786555017.2514544,ollama_cloud,-lfk,glm-5.2,22155,107,22262,ollama_cloud,0,0,0,200,,2168,0.000345061,estimated,,
167,1786555025.0885472,ollama_cloud,-lfk,glm-5.2,118837,696,119533,ollama_cloud,0,0,0,200,,7211,0.0018527615,estimated,,
168,1786555039.5730724,ollama_cloud,-lfk,glm-5.2,23229,40,23269,ollama_cloud,0,0,0,200,,7530,0.00036066950000000005,estimated,,
169,1786555047.3371215,ollama_cloud,-lfk,glm-5.2,26246,293,26539,ollama_cloud,0,0,0,200,,7569,0.0004113545,estimated,,
170,1786555050.884341,ollama_cloud,-lfk,glm-5.2,22470,36,22506,ollama_cloud,0,0,0,200,,24310,0.00034884300000000005,estimated,,
171,1786555054.6933866,ollama_cloud,-lfk,glm-5.2,22526,29,22555,ollama_cloud,0,0,0,200,,1313,0.00034960249999999997,estimated,,
172,1786555058.316599,ollama_cloud,-lfk,glm-5.2,30517,712,31229,ollama_cloud,0,0,0,200,,9797,0.00048404949999999997,estimated,,
173,1786555078.627566,ollama_cloud,-lfk,glm-5.2,31146,72,31218,ollama_cloud,0,0,0,200,,14197,0.000483879,estimated,,
174,1786555087.543869,ollama_cloud,-lfk,glm-5.2,31430,64,31494,ollama_cloud,0,0,0,200,,6937,0.000488157,estimated,,
175,1786555093.7654145,ollama_cloud,-lfk,glm-5.2,31600,81,31681,ollama_cloud,0,0,0,200,,5642,0.0004910555,estimated,,
176,1786555097.6387389,ollama_cloud,-lfk,glm-5.2,31824,128,31952,ollama_cloud,0,0,0,200,,3508,0.000495256,estimated,,
177,1786555100.3803356,ollama_cloud,-lfk,glm-5.2,32035,102,32137,ollama_cloud,0,0,0,200,,2616,0.0004981235,estimated,,
178,1786555103.410303,ollama_cloud,-lfk,glm-5.2,32211,28,32239,ollama_cloud,0,0,0,200,,1338,0.0004997045,estimated,,
179,1786555105.9457092,ollama_cloud,-lfk,glm-5.2,32491,59,32550,ollama_cloud,0,0,0,200,,1529,0.000504525,estimated,,
180,1786555111.0309322,ollama_cloud,-lfk,glm-5.2,32998,35,33033,ollama_cloud,0,0,0,200,,4721,0.0005120115,estimated,,
181,1786555120.390361,ollama_cloud,-lfk,glm-5.2,33290,172,33462,ollama_cloud,0,0,0,200,,8679,0.000518661,estimated,,
182,1786555122.5472374,ollama_cloud,-lfk,glm-5.2,28601,80,28681,ollama_cloud,0,0,0,200,,5980,0.0004445555,estimated,,
183,1786555126.268801,ollama_cloud,-lfk,glm-5.2,33774,37,33811,ollama_cloud,0,0,0,200,,1749,0.0005240705,estimated,,
184,1786555126.7073576,ollama_cloud,-lfk,glm-5.2,119593,530,120123,ollama_cloud,0,0,0,200,,99623,0.0018619065,estimated,,
185,1786555132.1686213,ollama_cloud,-lfk,glm-5.2,33858,54,33912,ollama_cloud,0,0,0,200,,5209,0.000525636,estimated,,
186,1786555135.1924305,ollama_cloud,-lfk,glm-5.2,120222,530,120752,ollama_cloud,0,0,0,200,,6252,0.001871656,estimated,,
187,1786555143.619277,ollama_cloud,-lfk,glm-5.2,120848,672,121520,ollama_cloud,0,0,0,200,,5807,0.00188356,estimated,,
188,1786555176.1964865,ollama_cloud,-lfk,glm-5.2,28742,41,28783,ollama_cloud,0,0,0,200,,48282,0.0004461365,estimated,,
189,1786555179.9351554,ollama_cloud,-lfk,glm-5.2,35163,45,35208,ollama_cloud,0,0,0,200,,1768,0.000545724,estimated,,
190,1786555189.160098,ollama_cloud,-lfk,glm-5.2,35228,150,35378,ollama_cloud,0,0,0,200,,8455,0.000548359,estimated,,
191,1786555190.7693603,ollama_cloud,-lfk,glm-5.2,107242,721,107963,ollama_cloud,0,0,0,200,,13001,0.0016734265,estimated,,
192,1786555191.1721053,ollama_cloud,-lfk,glm-5.2,35455,35,35490,ollama_cloud,0,0,0,200,,1270,0.000550095,estimated,,
193,1786555197.5444064,ollama_cloud,-lfk,glm-5.2,35550,59,35609,ollama_cloud,0,0,0,200,,1811,0.0005519395,estimated,,
